frontendId,fileName,catalog,title,titleCN,slug,tags,difficulty,status,similar
1498,1498,1400-1499,Number of Subsequences That Satisfy the Given Sum Condition,满足条件的子序列数目,number-of-subsequences-that-satisfy-the-given-sum-condition,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Medium,False,2835|3098|3082
1510,1510,1500-1599,Stone Game IV,石子游戏 IV,stone-game-iv,"Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Game Theory|game-theory|博弈",Hard,False,1563|1686|1690|1872|2029
1509,1509,1500-1599,Minimum Difference Between Largest and Smallest Value in Three Moves,三次操作后最大值与最小值的最小差,minimum-difference-between-largest-and-smallest-value-in-three-moves,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序",Medium,False,2616
1488,1488,1400-1499,Avoid Flood in The City,避免洪水泛滥,avoid-flood-in-the-city,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Binary Search|binary-search|二分查找,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,
1489,1489,1400-1499,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,找到最小生成树里的关键边和伪关键边,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,"Union Find|union-find|并查集,Graph|graph|图,Minimum Spanning Tree|minimum-spanning-tree|最小生成树,Sorting|sorting|排序,Strongly Connected Component|strongly-connected-component|强连通分量",Hard,False,
1508,1508,1500-1599,Range Sum of Sorted Subarray Sums,子数组和排序后的区间和,range-sum-of-sorted-subarray-sums,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Medium,False,
1469,1469,1400-1499,Find All The Lonely Nodes,寻找所有的独生节点,find-all-the-lonely-nodes,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Tree|binary-tree|二叉树",Easy,False,0563|0965
1486,1486,1400-1499,XOR Operation in an Array,数组异或操作,xor-operation-in-an-array,"Bit Manipulation|bit-manipulation|位运算,Math|math|数学",Easy,False,
1468,1468,1400-1499,Calculate Salaries,计算税后工资,calculate-salaries,Database|database|数据库,Medium,False,
1487,1487,1400-1499,Making File Names Unique,保证文件名唯一,making-file-names-unique,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Medium,False,
1480,1480,1400-1499,Running Sum of 1d Array,一维数组的动态和,running-sum-of-1d-array,"Array|array|数组,Prefix Sum|prefix-sum|前缀和",Easy,False,
1459,1459,1400-1499,Rectangles Area,矩形面积,rectangles-area,Database|database|数据库,Medium,False,
1481,1481,1400-1499,Least Number of Unique Integers after K Removals,不同整数的最少数目,least-number-of-unique-integers-after-k-removals,"Greedy|greedy|贪心,Array|array|数组,Hash Table|hash-table|哈希表,Counting|counting|计数,Sorting|sorting|排序",Medium,False,
1494,1494,1400-1499,Parallel Courses II,并行课程 II,parallel-courses-ii,"Bit Manipulation|bit-manipulation|位运算,Graph|graph|图,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩",Hard,False,1136
1482,1482,1400-1499,Minimum Number of Days to Make m Bouquets,制作 m 束花所需的最少天数,minimum-number-of-days-to-make-m-bouquets,"Array|array|数组,Binary Search|binary-search|二分查找",Medium,False,2024|2136
1492,1492,1400-1499,The kth Factor of n,n 的第 k 个因子,the-kth-factor-of-n,"Math|math|数学,Number Theory|number-theory|数论",Medium,False,
1493,1493,1400-1499,Longest Subarray of 1's After Deleting One Element,删掉一个元素以后全为 1 的最长子数组,longest-subarray-of-1s-after-deleting-one-element,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Sliding Window|sliding-window|滑动窗口",Medium,False,1004
1472,1472,1400-1499,Design Browser History,设计浏览器历史记录,design-browser-history,"Stack|stack|栈,Design|design|设计,Array|array|数组,Linked List|linked-list|链表,Data Stream|data-stream|数据流,Doubly-Linked List|doubly-linked-list|双向链表",Medium,True,2254
1471,1471,1400-1499,The k Strongest Values in an Array,数组中的 k 个最强值,the-k-strongest-values-in-an-array,"Array|array|数组,Two Pointers|two-pointers|双指针,Sorting|sorting|排序",Medium,False,
1491,1491,1400-1499,Average Salary Excluding the Minimum and Maximum Salary,去掉最低工资和最高工资后的工资平均值,average-salary-excluding-the-minimum-and-maximum-salary,"Array|array|数组,Sorting|sorting|排序",Easy,False,
1473,1473,1400-1499,Paint House III,粉刷房子 III,paint-house-iii,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,2318
1470,1470,1400-1499,Shuffle the Array,重新排列数组,shuffle-the-array,Array|array|数组,Easy,False,
1454,1454,1400-1499,Active Users,活跃用户,active-users,Database|database|数据库,Medium,False,
1445,1445,1400-1499,Apples & Oranges,苹果和桔子,apples-oranges,Database|database|数据库,Medium,False,
1465,1465,1400-1499,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,切割后面积最大的蛋糕,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序",Medium,False,
1477,1477,1400-1499,Find Two Non-overlapping Sub-arrays Each With Target Sum,找两个和为目标值且不重叠的子数组,find-two-non-overlapping-sub-arrays-each-with-target-sum,"Array|array|数组,Hash Table|hash-table|哈希表,Binary Search|binary-search|二分查找,Dynamic Programming|dynamic-programming|动态规划,Sliding Window|sliding-window|滑动窗口",Medium,False,2395
1467,1467,1400-1499,Probability of a Two Boxes Having The Same Number of Distinct Balls,两个盒子中球的颜色数相同的概率,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,"Array|array|数组,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Backtracking|backtracking|回溯,Combinatorics|combinatorics|组合数学,Probability and Statistics|probability-and-statistics|概率与统计",Hard,False,
1464,1464,1400-1499,Maximum Product of Two Elements in an Array,数组中两元素的最大乘积,maximum-product-of-two-elements-in-an-array,"Array|array|数组,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Easy,False,
1466,1466,1400-1499,Reorder Routes to Make All Paths Lead to the City Zero,重新规划路线,reorder-routes-to-make-all-paths-lead-to-the-city-zero,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图",Medium,False,2858
1457,1457,1400-1499,Pseudo-Palindromic Paths in a Binary Tree,二叉树中的伪回文路径,pseudo-palindromic-paths-in-a-binary-tree,"Bit Manipulation|bit-manipulation|位运算,Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Tree|binary-tree|二叉树",Medium,False,
1478,1478,1400-1499,Allocate Mailboxes,安排邮筒,allocate-mailboxes,"Array|array|数组,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Hard,False,
1476,1476,1400-1499,Subrectangle Queries,子矩形查询,subrectangle-queries,"Design|design|设计,Array|array|数组,Matrix|matrix|矩阵",Medium,False,
1475,1475,1400-1499,Final Prices With a Special Discount in a Shop,商品折扣后的最终价格,final-prices-with-a-special-discount-in-a-shop,"Stack|stack|栈,Array|array|数组,Monotonic Stack|monotonic-stack|单调栈",Easy,True,
1458,1458,1400-1499,Max Dot Product of Two Subsequences,两个子序列的最大点积,max-dot-product-of-two-subsequences,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,
1456,1456,1400-1499,Maximum Number of Vowels in a Substring of Given Length,定长子串中元音的最大数目,maximum-number-of-vowels-in-a-substring-of-given-length,"String|string|字符串,Sliding Window|sliding-window|滑动窗口",Medium,False,2271|2379|2414
1440,1440,1400-1499,Evaluate Boolean Expression,计算布尔表达式的值,evaluate-boolean-expression,Database|database|数据库,Medium,False,
1453,1453,1400-1499,Maximum Number of Darts Inside of a Circular Dartboard,圆形靶内的最大飞镖数量,maximum-number-of-darts-inside-of-a-circular-dartboard,"Geometry|geometry|几何,Array|array|数组,Math|math|数学",Hard,False,
1455,1455,1400-1499,Check If a Word Occurs As a Prefix of Any Word in a Sentence,检查单词是否为句中其他单词的前缀,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,"Two Pointers|two-pointers|双指针,String|string|字符串,String Matching|string-matching|字符串匹配",Easy,False,2185|2255
1435,1435,1400-1499,Create a Session Bar Chart,制作会话柱状图,create-a-session-bar-chart,Database|database|数据库,Easy,False,1907
1463,1463,1400-1499,Cherry Pickup II,摘樱桃 II,cherry-pickup-ii,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Matrix|matrix|矩阵",Hard,False,
1462,1462,1400-1499,Course Schedule IV,课程表 IV,course-schedule-iv,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Topological Sort|topological-sort|拓扑排序",Medium,False,
1461,1461,1400-1499,Check If a String Contains All Binary Codes of Size K,检查一个字符串是否包含所有长度为 K 的二进制子串,check-if-a-string-contains-all-binary-codes-of-size-k,"Bit Manipulation|bit-manipulation|位运算,Hash Table|hash-table|哈希表,String|string|字符串,Hash Function|hash-function|哈希函数,Rolling Hash|rolling-hash|滚动哈希",Medium,False,
1452,1452,1400-1499,People Whose List of Favorite Companies Is Not a Subset of Another List,收藏清单,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Medium,False,
1451,1451,1400-1499,Rearrange Words in a Sentence,重新排列句子中的单词,rearrange-words-in-a-sentence,"String|string|字符串,Sorting|sorting|排序",Medium,False,
1460,1460,1400-1499,Make Two Arrays Equal by Reversing Subarrays,通过翻转子数组使两个数组相等,make-two-arrays-equal-by-reversing-subarrays,"Array|array|数组,Hash Table|hash-table|哈希表,Sorting|sorting|排序",Easy,False,
1450,1450,1400-1499,Number of Students Doing Homework at a Given Time,在既定时间做作业的学生人数,number-of-students-doing-homework-at-a-given-time,Array|array|数组,Easy,False,
1441,1441,1400-1499,Build an Array With Stack Operations,用栈操作构建数组,build-an-array-with-stack-operations,"Stack|stack|栈,Array|array|数组,Simulation|simulation|模拟",Medium,True,2869
1442,1442,1400-1499,Count Triplets That Can Form Two Arrays of Equal XOR,形成两个异或相等数组的三元组数目,count-triplets-that-can-form-two-arrays-of-equal-xor,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Hash Table|hash-table|哈希表,Math|math|数学,Prefix Sum|prefix-sum|前缀和",Medium,False,2433
1444,1444,1400-1499,Number of Ways of Cutting a Pizza,切披萨的方案数,number-of-ways-of-cutting-a-pizza,"Memoization|memoization|记忆化搜索,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Matrix|matrix|矩阵",Hard,False,2312
1421,1421,1400-1499,NPV Queries,净现值查询,npv-queries,Database|database|数据库,Easy,False,
1439,1439,1400-1499,Find the Kth Smallest Sum of a Matrix With Sorted Rows,有序矩阵中的第 k 个最小数组和,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,"Array|array|数组,Binary Search|binary-search|二分查找,Matrix|matrix|矩阵,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,
1443,1443,1400-1499,Minimum Time to Collect All Apples in a Tree,收集树上所有苹果的最少时间,minimum-time-to-collect-all-apples-in-a-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Hash Table|hash-table|哈希表",Medium,False,
1438,1438,1400-1499,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,绝对差不超过限制的最长连续子数组,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,"Queue|queue|队列,Array|array|数组,Ordered Set|ordered-set|有序集合,Sliding Window|sliding-window|滑动窗口,Monotonic Queue|monotonic-queue|单调队列,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,2294|2444
1436,1436,1400-1499,Destination City,旅行终点站,destination-city,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串",Easy,False,
1412,1412,1400-1499,Find the Quiet Students in All Exams,查找成绩处于中游的学生,find-the-quiet-students-in-all-exams,Database|database|数据库,Hard,False,
1449,1449,1400-1499,Form Largest Integer With Digits That Add up to Target,数位成本和为目标值的最大数字,form-largest-integer-with-digits-that-add-up-to-target,"Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Hard,False,
1437,1437,1400-1499,Check If All 1's Are at Least Length K Places Away,是否所有 1 都至少相隔 k 个元素,check-if-all-1s-are-at-least-length-k-places-away,Array|array|数组,Easy,False,2365
1448,1448,1400-1499,Count Good Nodes in Binary Tree,统计二叉树中好节点的数目,count-good-nodes-in-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Tree|binary-tree|二叉树",Medium,False,
1446,1446,1400-1499,Consecutive Characters,连续字符,consecutive-characters,String|string|字符串,Easy,False,0485|0674|2229|1759|2213|3168
1407,1407,1400-1499,Top Travellers,排名靠前的旅行者,top-travellers,Database|database|数据库,Easy,False,
1447,1447,1400-1499,Simplified Fractions,最简分数,simplified-fractions,"Math|math|数学,String|string|字符串,Number Theory|number-theory|数论",Medium,False,
1423,1423,1400-1499,Maximum Points You Can Obtain from Cards,可获得的最大点数,maximum-points-you-can-obtain-from-cards,"Array|array|数组,Prefix Sum|prefix-sum|前缀和,Sliding Window|sliding-window|滑动窗口",Medium,False,1770|2091|2379|2931
1424,1424,1400-1499,Diagonal Traverse II,对角线遍历 II,diagonal-traverse-ii,"Array|array|数组,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,
1422,1422,1400-1499,Maximum Score After Splitting a String,分割字符串的最大得分,maximum-score-after-splitting-a-string,"String|string|字符串,Prefix Sum|prefix-sum|前缀和",Easy,False,
1420,1420,1400-1499,Build Array Where You Can Find The Maximum Exactly K Comparisons,生成数组,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,"Dynamic Programming|dynamic-programming|动态规划,Prefix Sum|prefix-sum|前缀和",Hard,False,
1398,1398,1300-1399,Customers Who Bought Products A and B but Not C,购买了产品 A 和产品 B 却没有购买产品 C 的顾客,customers-who-bought-products-a-and-b-but-not-c,Database|database|数据库,Medium,False,
1419,1419,1400-1499,Minimum Number of Frogs Croaking,数青蛙,minimum-number-of-frogs-croaking,"String|string|字符串,Counting|counting|计数",Medium,True,2406
1418,1418,1400-1499,Display Table of Food Orders in a Restaurant,点菜展示表,display-table-of-food-orders-in-a-restaurant,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Ordered Set|ordered-set|有序集合,Sorting|sorting|排序",Medium,False,
1417,1417,1400-1499,Reformat The String,重新格式化字符串,reformat-the-string,String|string|字符串,Easy,False,
1432,1432,1400-1499,Max Difference You Can Get From Changing an Integer,改变一个整数能得到的最大差值,max-difference-you-can-get-from-changing-an-integer,"Greedy|greedy|贪心,Math|math|数学",Medium,False,
1411,1411,1400-1499,Number of Ways to Paint N × 3 Grid,给 N x 3 网格图涂色的方案数,number-of-ways-to-paint-n-3-grid,Dynamic Programming|dynamic-programming|动态规划,Hard,False,1931
1434,1434,1400-1499,Number of Ways to Wear Different Hats to Each Other,每个人戴不同帽子的方案数,number-of-ways-to-wear-different-hats-to-each-other,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩",Hard,False,1994
1431,1431,1400-1499,Kids With the Greatest Number of Candies,拥有最多糖果的孩子,kids-with-the-greatest-number-of-candies,Array|array|数组,Easy,False,
1433,1433,1400-1499,Check If a String Can Break Another String,检查一个字符串是否可以打破另一个字符串,check-if-a-string-can-break-another-string,"Greedy|greedy|贪心,String|string|字符串,Sorting|sorting|排序",Medium,False,
1409,1409,1400-1499,Queries on a Permutation With Key,查询带键的排列,queries-on-a-permutation-with-key,"Binary Indexed Tree|binary-indexed-tree|树状数组,Array|array|数组,Simulation|simulation|模拟",Medium,False,
1410,1410,1400-1499,HTML Entity Parser,HTML 实体解析器,html-entity-parser,"Hash Table|hash-table|哈希表,String|string|字符串",Medium,False,
1403,1403,1400-1499,Minimum Subsequence in Non-Increasing Order,非递增顺序的最小子序列,minimum-subsequence-in-non-increasing-order,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序",Easy,False,2210
1406,1406,1400-1499,Stone Game III,石子游戏 III,stone-game-iii,"Array|array|数组,Math|math|数学,Dynamic Programming|dynamic-programming|动态规划,Game Theory|game-theory|博弈",Hard,False,1563|1686|1690|1872|2029
1404,1404,1400-1499,Number of Steps to Reduce a Number in Binary Representation to One,将二进制表示减到 1 的步骤数,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,"Bit Manipulation|bit-manipulation|位运算,String|string|字符串",Medium,False,2139
1408,1408,1400-1499,String Matching in an Array,数组中的字符串匹配,string-matching-in-an-array,"Array|array|数组,String|string|字符串,String Matching|string-matching|字符串匹配",Easy,False,2564
1393,1393,1300-1399,Capital Gain/Loss,股票的资本损益,capital-gainloss,Database|database|数据库,Medium,False,
1416,1416,1400-1499,Restore The Array,恢复数组,restore-the-array,"String|string|字符串,Dynamic Programming|dynamic-programming|动态规划",Hard,False,1977|2478
1415,1415,1400-1499,The k-th Lexicographical String of All Happy Strings of Length n,长度为 n 的开心字符串中字典序第 k 小的字符串,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,"String|string|字符串,Backtracking|backtracking|回溯",Medium,False,
1384,1384,1300-1399,Total Sales Amount by Year,按年度列出销售总额,total-sales-amount-by-year,Database|database|数据库,Hard,False,
1414,1414,1400-1499,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,和为 K 的最少斐波那契数字数目,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,"Greedy|greedy|贪心,Math|math|数学",Medium,False,
1413,1413,1400-1499,Minimum Value to Get Positive Step by Step Sum,逐步求和得到正数的最小值,minimum-value-to-get-positive-step-by-step-sum,"Array|array|数组,Prefix Sum|prefix-sum|前缀和",Easy,False,
1378,1378,1300-1399,Replace Employee ID With The Unique Identifier,使用唯一标识码替换员工ID,replace-employee-id-with-the-unique-identifier,Database|database|数据库,Easy,False,
1397,1397,1300-1399,Find All Good Strings,找到所有好字符串,find-all-good-strings,"String|string|字符串,Dynamic Programming|dynamic-programming|动态规划,String Matching|string-matching|字符串匹配",Hard,False,
1396,1396,1300-1399,Design Underground System,设计地铁系统,design-underground-system,"Design|design|设计,Hash Table|hash-table|哈希表,String|string|字符串",Medium,False,2166
1394,1394,1300-1399,Find Lucky Integer in an Array,找出数组中的幸运数,find-lucky-integer-in-an-array,"Array|array|数组,Hash Table|hash-table|哈希表,Counting|counting|计数",Easy,False,
1395,1395,1300-1399,Count Number of Teams,统计作战单位数,count-number-of-teams,"Binary Indexed Tree|binary-indexed-tree|树状数组,Segment Tree|segment-tree|线段树,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划",Medium,False,
1392,1392,1300-1399,Longest Happy Prefix,最长快乐前缀,longest-happy-prefix,"String|string|字符串,String Matching|string-matching|字符串匹配,Hash Function|hash-function|哈希函数,Rolling Hash|rolling-hash|滚动哈希",Hard,False,2223|2430|3031|3029
1391,1391,1300-1399,Check if There is a Valid Path in a Grid,检查网格中是否存在有效路径,check-if-there-is-a-valid-path-in-a-grid,"Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Union Find|union-find|并查集,Array|array|数组,Matrix|matrix|矩阵",Medium,False,2267
1400,1400,1400-1499,Construct K Palindrome Strings,构造 K 个回文字符串,construct-k-palindrome-strings,"Greedy|greedy|贪心,Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数",Medium,False,
1402,1402,1400-1499,Reducing Dishes,做菜顺序,reducing-dishes,"Greedy|greedy|贪心,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Hard,False,
1369,1369,1300-1399,Get the Second Most Recent Activity,获取最近第二次的活动,get-the-second-most-recent-activity,Database|database|数据库,Hard,False,
1401,1401,1400-1499,Circle and Rectangle Overlapping,圆和矩形是否有重叠,circle-and-rectangle-overlapping,"Geometry|geometry|几何,Math|math|数学",Medium,False,
1399,1399,1300-1399,Count Largest Group,统计最大组的数目,count-largest-group,"Hash Table|hash-table|哈希表,Math|math|数学",Easy,False,
1389,1389,1300-1399,Create Target Array in the Given Order,按既定顺序创建目标数组,create-target-array-in-the-given-order,"Array|array|数组,Simulation|simulation|模拟",Easy,False,
1383,1383,1300-1399,Maximum Performance of a Team,最大的团队表现值,maximum-performance-of-a-team,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,2106
1381,1381,1300-1399,Design a Stack With Increment Operation,设计一个支持增量操作的栈,design-a-stack-with-increment-operation,"Stack|stack|栈,Design|design|设计,Array|array|数组",Medium,True,
1379,1379,1300-1399,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,找出克隆二叉树中的相同节点,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Binary Tree|binary-tree|二叉树",Easy,False,
1380,1380,1300-1399,Lucky Numbers in a Matrix,矩阵中的幸运数,lucky-numbers-in-a-matrix,"Array|array|数组,Matrix|matrix|矩阵",Easy,False,
1377,1377,1300-1399,Frog Position After T Seconds,T 秒后青蛙的位置,frog-position-after-t-seconds,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图",Hard,False,
1364,1364,1300-1399,Number of Trusted Contacts of a Customer,顾客的可信联系人数量,number-of-trusted-contacts-of-a-customer,Database|database|数据库,Medium,False,
1376,1376,1300-1399,Time Needed to Inform All Employees,通知所有员工所需的时间,time-needed-to-inform-all-employees,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Breadth-First Search|breadth-first-search|广度优先搜索",Medium,False,0104|0124
1355,1355,1300-1399,Activity Participants,活动参与者,activity-participants,Database|database|数据库,Medium,False,
1375,1375,1300-1399,Number of Times Binary String Is Prefix-Aligned,二进制字符串前缀一致的次数,number-of-times-binary-string-is-prefix-aligned,Array|array|数组,Medium,False,0319|0672
1388,1388,1300-1399,Pizza With 3n Slices,3n 块披萨,pizza-with-3n-slices,"Greedy|greedy|贪心,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,
1368,1368,1300-1399,Minimum Cost to Make at Least One Valid Path in a Grid,使网格图至少有一条有效路径的最小代价,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,"Breadth-First Search|breadth-first-search|广度优先搜索,Graph|graph|图,Array|array|数组,Matrix|matrix|矩阵,Shortest Path|shortest-path|最短路,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,2203|2556
1374,1374,1300-1399,Generate a String With Characters That Have Odd Counts,生成每种字符都是奇数个的字符串,generate-a-string-with-characters-that-have-odd-counts,String|string|字符串,Easy,False,
1387,1387,1300-1399,Sort Integers by The Power Value,将整数按权重排序,sort-integers-by-the-power-value,"Memoization|memoization|记忆化搜索,Dynamic Programming|dynamic-programming|动态规划,Sorting|sorting|排序",Medium,False,2593
1386,1386,1300-1399,Cinema Seat Allocation,安排电影院座位,cinema-seat-allocation,"Greedy|greedy|贪心,Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Hash Table|hash-table|哈希表",Medium,False,2286
1385,1385,1300-1399,Find the Distance Value Between Two Arrays,两个数组间的距离值,find-the-distance-value-between-two-arrays,"Array|array|数组,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Easy,False,
1365,1365,1300-1399,How Many Numbers Are Smaller Than the Current Number,有多少小于当前数字的数字,how-many-numbers-are-smaller-than-the-current-number,"Array|array|数组,Hash Table|hash-table|哈希表,Counting|counting|计数,Sorting|sorting|排序",Easy,False,0315|2389
1367,1367,1300-1399,Linked List in Binary Tree,二叉树中的链表,linked-list-in-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Linked List|linked-list|链表,Binary Tree|binary-tree|二叉树",Medium,False,
1350,1350,1300-1399,Students With Invalid Departments,院系无效的学生,students-with-invalid-departments,Database|database|数据库,Easy,False,
1351,1351,1300-1399,Count Negative Numbers in a Sorted Matrix,统计有序矩阵中的负数,count-negative-numbers-in-a-sorted-matrix,"Array|array|数组,Binary Search|binary-search|二分查找,Matrix|matrix|矩阵",Easy,False,2529
1366,1366,1300-1399,Rank Teams by Votes,通过投票对团队排名,rank-teams-by-votes,"Array|array|数组,Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数,Sorting|sorting|排序",Medium,False,0911
1354,1354,1300-1399,Construct Target Array With Multiple Sums,多次求和构造目标数组,construct-target-array-with-multiple-sums,"Array|array|数组,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Hard,False,2335
1341,1341,1300-1399,Movie Rating,电影评分,movie-rating,Database|database|数据库,Medium,False,
1353,1353,1300-1399,Maximum Number of Events That Can Be Attended,最多可以参加的会议数目,maximum-number-of-events-that-can-be-attended,"Greedy|greedy|贪心,Array|array|数组,Sorting|sorting|排序,Heap (Priority Queue)|heap-priority-queue|堆（优先队列）",Medium,False,1751|2008|2402
1352,1352,1300-1399,Product of the Last K Numbers,最后 K 个数的乘积,product-of-the-last-k-numbers,"Design|design|设计,Queue|queue|队列,Array|array|数组,Math|math|数学,Data Stream|data-stream|数据流",Medium,False,
1370,1370,1300-1399,Increasing Decreasing String,上升下降字符串,increasing-decreasing-string,"Hash Table|hash-table|哈希表,String|string|字符串,Counting|counting|计数",Easy,False,
1349,1349,1300-1399,Maximum Students Taking Exam,参加考试的最大学生数,maximum-students-taking-exam,"Bit Manipulation|bit-manipulation|位运算,Array|array|数组,Dynamic Programming|dynamic-programming|动态规划,Bitmask|bitmask|状态压缩,Matrix|matrix|矩阵",Hard,False,
1372,1372,1300-1399,Longest ZigZag Path in a Binary Tree,二叉树中的最长交错路径,longest-zigzag-path-in-a-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Dynamic Programming|dynamic-programming|动态规划,Binary Tree|binary-tree|二叉树",Medium,False,
1371,1371,1300-1399,Find the Longest Substring Containing Vowels in Even Counts,每个元音包含偶数次的最长子字符串,find-the-longest-substring-containing-vowels-in-even-counts,"Bit Manipulation|bit-manipulation|位运算,Hash Table|hash-table|哈希表,String|string|字符串,Prefix Sum|prefix-sum|前缀和",Medium,False,
1348,1348,1300-1399,Tweet Counts Per Frequency,推文计数,tweet-counts-per-frequency,"Design|design|设计,Hash Table|hash-table|哈希表,Binary Search|binary-search|二分查找,Ordered Set|ordered-set|有序集合,Sorting|sorting|排序",Medium,False,2254
1373,1373,1300-1399,Maximum Sum BST in Binary Tree,二叉搜索子树的最大键值和,maximum-sum-bst-in-binary-tree,"Tree|tree|树,Depth-First Search|depth-first-search|深度优先搜索,Binary Search Tree|binary-search-tree|二叉搜索树,Dynamic Programming|dynamic-programming|动态规划,Binary Tree|binary-tree|二叉树",Hard,False,
1346,1346,1300-1399,Check If N and Its Double Exist,检查整数及其两倍数是否存在,check-if-n-and-its-double-exist,"Array|array|数组,Hash Table|hash-table|哈希表,Two Pointers|two-pointers|双指针,Binary Search|binary-search|二分查找,Sorting|sorting|排序",Easy,False,2154
